Config,ID,Based Club ID,Based Club Name,FM ID,First Name,Second Name,Age,Current Ability,Potential Ability,Division ID,Division Name
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":1001944,""r"":1001944},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439416,""r"":1001944}]",1001944,88321,Barnsley,29235181,Joe,Ackroyd,17,40,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":1001946,""r"":1001946},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439418,""r"":1001946}]",1001946,88321,Barnsley,29235183,Jack,Birks,17,40,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":1001947,""r"":1001947},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439419,""r"":1001947}]",1001947,88321,Barnsley,29235184,Bayley,Hassell,17,40,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":1001948,""r"":1001948},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439420,""r"":1001948}]",1001948,88321,Barnsley,29235185,Connor,Hodgson,17,40,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":1001950,""r"":1001950},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439422,""r"":1001950}]",1001950,88321,Barnsley,29235187,Jack,Sherlock,17,40,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":1001951,""r"":1001951},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439423,""r"":1001951}]",1001951,88321,Barnsley,29235188,Newton,Sila-Conde,17,40,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88327,""r"":88327},{""a"":""Person"",""m"":""Person"",""k"":581654,""r"":581654},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438295,""r"":581654}]",581654,88327,Blackburn Rovers,29219115,Flavien,Boyomo,18,40,-45,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88327,""r"":88327},{""a"":""Person"",""m"":""Person"",""k"":581660,""r"":581660},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438301,""r"":581660}]",581660,88327,Blackburn Rovers,29219121,James,Connolly,18,40,-35,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":568912,""r"":568912},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425225,""r"":568912}]",568912,88340,Cardiff City,28122156,Sam,Parsons,18,40,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":568914,""r"":568914},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425227,""r"":568914}]",568914,88340,Cardiff City,28122158,Rubin,Colwill,18,40,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":568915,""r"":568915},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425228,""r"":568915}]",568915,88340,Cardiff City,28122159,Kieron,Evans,18,40,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":568916,""r"":568916},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425229,""r"":568916}]",568916,88340,Cardiff City,28122160,Harry,Pinchard,18,40,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":1001715,""r"":1001715},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439187,""r"":1001715}]",1001715,88360,Derby County,29233079,Will,Grewal-Pollard,17,40,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":1001717,""r"":1001717},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439189,""r"":1001717}]",1001717,88360,Derby County,29233081,Alex,Matthews,17,40,-65,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":1001721,""r"":1001721},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439193,""r"":1001721}]",1001721,88360,Derby County,29233085,Harrison,Solomon,17,40,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":1001730,""r"":1001730},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439202,""r"":1001730}]",1001730,88368,Fulham,29233150,Ibane,Bowat,17,40,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":1001664,""r"":1001664},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439136,""r"":1001664}]",1001664,88379,Hull City,29229012,Oliver,Green,17,40,-45,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88385,""r"":88385},{""a"":""Person"",""m"":""Person"",""k"":580052,""r"":580052},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436700,""r"":580052}]",580052,88385,Leeds United,29186424,Joe,Stanley,19,40,-45,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88400,""r"":88400},{""a"":""Person"",""m"":""Person"",""k"":581479,""r"":581479},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438120,""r"":581479}]",581479,88400,Millwall,29218063,Leighton,Fanshawe,18,40,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88400,""r"":88400},{""a"":""Person"",""m"":""Person"",""k"":581486,""r"":581486},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438127,""r"":581486}]",581486,88400,Millwall,29218070,Jay,Barton,17,40,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":581561,""r"":581561},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438202,""r"":581561}]",581561,88415,Queens Park Rangers,29218352,James,Fahmy,18,40,-35,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":581562,""r"":581562},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438203,""r"":581562}]",581562,88415,Queens Park Rangers,29218353,Stathis,Kalathias,18,40,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":1002176,""r"":1002176},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439648,""r"":1002176}]",1002176,88415,Queens Park Rangers,29236446,Alex,Aoraha,16,40,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":1002177,""r"":1002177},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439649,""r"":1002177}]",1002177,88415,Queens Park Rangers,29236447,Raheem,Conte,16,40,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":1002178,""r"":1002178},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439650,""r"":1002178}]",1002178,88415,Queens Park Rangers,29236448,Chima,Eze,16,40,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":1002179,""r"":1002179},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439651,""r"":1002179}]",1002179,88415,Queens Park Rangers,29236449,Lemar,Griffiths,16,40,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":1002180,""r"":1002180},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439652,""r"":1002180}]",1002180,88415,Queens Park Rangers,29236450,Ryan,Hayes,17,40,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":1002181,""r"":1002181},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439653,""r"":1002181}]",1002181,88415,Queens Park Rangers,29236451,Arkelle,Jude-Boyd,16,40,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":1002182,""r"":1002182},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439654,""r"":1002182}]",1002182,88415,Queens Park Rangers,29236452,Mason,McLean,16,40,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":1002183,""r"":1002183},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439655,""r"":1002183}]",1002183,88415,Queens Park Rangers,29236453,Junior,Paiva,16,40,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":1002184,""r"":1002184},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439656,""r"":1002184}]",1002184,88415,Queens Park Rangers,29236454,Max,Little,16,40,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":579340,""r"":579340},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":435952,""r"":579340}]",579340,88423,Sheffield Wednesday,29174937,Lewis,Farmer,18,40,-35,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":1002422,""r"":1002422},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439894,""r"":1002422}]",1002422,88423,Sheffield Wednesday,29240062,Paulo,Aguas,17,40,-35,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88433,""r"":88433},{""a"":""Person"",""m"":""Person"",""k"":183465,""r"":183465},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":22467,""r"":183465}]",183465,88433,Wigan Athletic,222725,Ollie,Broe,18,40,-35,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88433,""r"":88433},{""a"":""Person"",""m"":""Person"",""k"":183466,""r"":183466},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":22468,""r"":183466}]",183466,88433,Wigan Athletic,222726,Bobby,Jones,18,40,-35,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88327,""r"":88327},{""a"":""Person"",""m"":""Person"",""k"":581659,""r"":581659},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438300,""r"":581659}]",581659,88327,Blackburn Rovers,29219120,Sam,Burns,17,39,-35,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":581636,""r"":581636},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438277,""r"":581636}]",581636,88360,Derby County,29219026,Javaun,Splatt,19,38,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":1001718,""r"":1001718},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439190,""r"":1001718}]",1001718,88360,Derby County,29233082,Eno,Nto,17,38,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":564253,""r"":564253},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":420605,""r"":564253}]",564253,88423,Sheffield Wednesday,28018741,Richard,Stirrup,29,38,50,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":1002415,""r"":1002415},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439887,""r"":1002415}]",1002415,88423,Sheffield Wednesday,29240055,Will,Trueman,17,38,-3,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":581186,""r"":581186},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437827,""r"":581186}]",581186,88360,Derby County,29212873,Yohan,Greco,19,37,-45,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":1001528,""r"":1001528},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439000,""r"":1001528}]",1001528,88423,Sheffield Wednesday,29225545,Jay,Glover,17,37,-35,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88327,""r"":88327},{""a"":""Person"",""m"":""Person"",""k"":581656,""r"":581656},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438297,""r"":581656}]",581656,88327,Blackburn Rovers,29219117,Daniel,Pike,18,35,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88378,""r"":88378},{""a"":""Person"",""m"":""Person"",""k"":580406,""r"":580406},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437053,""r"":580406}]",580406,88378,Huddersfield Town,29191962,Kai,Herbert,20,35,-3,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88400,""r"":88400},{""a"":""Person"",""m"":""Person"",""k"":581480,""r"":581480},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438121,""r"":581480}]",581480,88400,Millwall,29218064,Benjamin,Bennett,18,35,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88400,""r"":88400},{""a"":""Person"",""m"":""Person"",""k"":581484,""r"":581484},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438125,""r"":581484}]",581484,88400,Millwall,29218068,Jayden,Davis,18,35,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":579940,""r"":579940},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436588,""r"":579940}]",579940,88423,Sheffield Wednesday,29181997,Corey,Glaves,17,35,-3,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":1002416,""r"":1002416},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439888,""r"":1002416}]",1002416,88423,Sheffield Wednesday,29240056,Charlie,Curtis,17,35,-3,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":1001716,""r"":1001716},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439188,""r"":1001716}]",1001716,88360,Derby County,29233080,Hugo,Jinkinson,17,32,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88327,""r"":88327},{""a"":""Person"",""m"":""Person"",""k"":581653,""r"":581653},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438294,""r"":581653}]",581653,88327,Blackburn Rovers,29219114,Jordan,Eastham,18,30,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":1001719,""r"":1001719},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439191,""r"":1001719}]",1001719,88360,Derby County,29233083,Andres,Perez De Gracia,17,30,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":931436,""r"":931436},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":835632,""r"":931436}]",931436,88415,Queens Park Rangers,89061020,Erbil,Bozkurt,30,30,50,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":296467,""r"":296467},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":135986,""r"":296467}]",296467,88368,Fulham,5102185,Danny,Talbot,36,26,50,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88385,""r"":88385},{""a"":""Person"",""m"":""Person"",""k"":276524,""r"":276524},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":116025,""r"":276524}]",276524,88385,Leeds United,2004562,Mark,Jackson,42,25,100,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88327,""r"":88327},{""a"":""Person"",""m"":""Person"",""k"":581658,""r"":581658},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438299,""r"":581658}]",581658,88327,Blackburn Rovers,29219119,Luke,Brennan,18,22,-2,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88327,""r"":88327},{""a"":""Person"",""m"":""Person"",""k"":574256,""r"":574256},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":430930,""r"":574256}]",574256,88327,Blackburn Rovers,29089473,Daniel,Stubberfield,27,20,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":566090,""r"":566090},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":422407,""r"":566090}]",566090,88379,Hull City,28066607,Will,Peers,25,17,30,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":166769,""r"":166769},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":5787,""r"":166769}]",166769,88018,Stoke City,103765,Mel,Pejic,61,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":168278,""r"":168278},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":7339,""r"":168278}]",168278,88018,Stoke City,115043,Martin,Hinshelwood,67,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":169241,""r"":169241},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":8272,""r"":169241}]",169241,88018,Stoke City,119888,Tony,Scholes,55,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":170498,""r"":170498},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":9526,""r"":170498}]",170498,88018,Stoke City,127809,Michael,O'Neill,51,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":170571,""r"":170571},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":9609,""r"":170571}]",170571,88018,Stoke City,127981,Wade,Elliott,41,,130,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":275489,""r"":275489},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":114995,""r"":275489}]",275489,88018,Stoke City,2003404,Earl,Barrett,53,,145,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":275759,""r"":275759},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":115310,""r"":275759}]",275759,88018,Stoke City,2003727,Phil,Chapple,53,,80,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":277278,""r"":277278},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":116809,""r"":277278}]",277278,88018,Stoke City,2005406,Kevin,Russell,53,,76,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":277749,""r"":277749},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":117286,""r"":277749}]",277749,88018,Stoke City,2005934,Peter,Wilding,51,,77,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":278392,""r"":278392},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":117944,""r"":278392}]",278392,88018,Stoke City,2014384,Rory,Delap,44,,132,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":278893,""r"":278893},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":118419,""r"":278893}]",278893,88018,Stoke City,2015728,Billy,McKinlay,51,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":291259,""r"":291259},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":130768,""r"":291259}]",291259,88018,Stoke City,4000804,Richard,Walker,39,,105,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":297294,""r"":297294},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":136766,""r"":297294}]",297294,88018,Stoke City,5106457,Gareth,Owen,37,,95,153406,Sky Bet Championship
